Player name,Age,club,market value,League,position
Ferreirinha,26,São Paulo Futebol Clube,5.0,Série A,Left Winger
Ricardo Gomes,31,Al-Shamal SC,5.0,Stars League,Centre-Forward
Gustavo Cuéllar,30,Al-Shabab FC,5.0,Saudi Pro League,Defensive Midfield
Malik Tillman,21,PSV Eindhoven,5.0,Eredivisie,Attacking Midfield
Matteo Cancellieri,21,FC Empoli,5.0,Serie A,Right Winger
Lorenzo Lucca,22,Udinese Calcio,5.0,Serie A,Centre-Forward
Tomás Chancalay,24,New England Revolution,5.0,MLS,Left Winger
Cédric Bakambu,32,Galatasaray,5.0,Süper Lig,Centre-Forward
Fousseni Diabaté,27,FC Lausanne-Sport,5.0,Super League,Right Winger
Diego Fagúndez,28,Los Angeles Galaxy,5.0,MLS,Left Winger
César Azpilicueta,33,Atlético de Madrid,5.0,LaLiga,Right-Back
Yusuf Demir,20,FC Basel 1893,5.0,Super League,Right Winger
Christos Tzolis,21,Fortuna Düsseldorf,5.0,2. Bundesliga,Left Winger
Sepp van den Berg,21,1.FSV Mainz 05,5.0,Bundesliga,Centre-Back
Marko Arnautovic,34,Inter Milan,5.0,Serie A,Centre-Forward
Eric Bailly,29,Besiktas JK,5.0,Süper Lig,Centre-Back
Jonjo Shelvey,31,Caykur Rizespor,5.0,Süper Lig,Central Midfield
Peter Olayinka,27,Red Star Belgrade,5.0,Super liga Srbije,Centre-Forward
Yasin Ayari,20,Blackburn Rovers,5.0,Championship,Central Midfield
Yeferson Soteldo,26,Grêmio Foot-Ball Porto Alegrense,5.0,Série A,Left Winger
Timothée Pembélé,20,Sunderland AFC,5.0,Championship,Right-Back
Óscar Estupiñán,26,FC Metz,5.0,Ligue 1,Centre-Forward
Adrià Pedrosa,25,Sevilla FC,5.0,LaLiga,Left-Back
Taxiarchis Fountas,27,Trabzonspor,5.0,Süper Lig,Second Striker
Calvin Ramsay,19,Preston North End,5.0,Championship,Right-Back
Jeffinho,24,Botafogo de Futebol e Regatas,5.0,Série A,Left Winger
Matt Doherty,31,Wolverhampton Wanderers,5.0,Premier League,Right-Back
Arnau Tenas,22,Paris Saint-Germain,5.0,Ligue 1,Goalkeeper
Adam Buksa,27,Antalyaspor,5.0,Süper Lig,Centre-Forward
Sam Greenwood,21,Middlesbrough FC,5.0,Championship,Attacking Midfield
Omar Richards,25,Olympiacos Piraeus,5.0,Super League 1,Left-Back
Jorge Sánchez,25,FC Porto,5.0,Liga Portugal,Right-Back
Jeremy Sarmiento,21,West Bromwich Albion,5.0,Championship,Attacking Midfield
Josh Maja,24,West Bromwich Albion,5.0,Championship,Centre-Forward
Roman Yaremchuk,27,Valencia CF,5.0,LaLiga,Centre-Forward
Denis Suárez,29,Villarreal CF,5.0,LaLiga,Attacking Midfield
Matteo Gabbia,23,Villarreal CF,5.0,LaLiga,Centre-Back
Jon Karrikaburu,20,Deportivo Alavés,5.0,LaLiga,Centre-Forward
Han-Noah Massengo,22,Burnley FC,5.0,Premier League,Defensive Midfield
Alexandru Cicâldău,26,Konyaspor,5.0,Süper Lig,Attacking Midfield
Valentín Carboni,18,AC Monza,5.0,Serie A,Attacking Midfield
Lorenzo Colombo,21,AC Monza,5.0,Serie A,Centre-Forward
Liam Delap,20,Hull City,5.0,Championship,Centre-Forward
Mason Greenwood,21,Getafe CF,5.0,LaLiga,Right Winger
Dorukhan Toköz,27,Adana Demirspor,5.0,Süper Lig,Central Midfield
Cédric Bakambu,32,Al-Nasr SC (UAE),5.0,UAE Pro League,Centre-Forward
Ismaël Gharbi,19,FC Stade-Lausanne-Ouchy,5.0,Super League,Attacking Midfield
Romain Saïss,33,Al-Shabab FC,5.0,Saudi Pro League,Centre-Back
Sávio,19,Girona FC,5.0,LaLiga,Left Winger
Jason Denayer,28,Al-Fateh SC,5.0,Saudi Pro League,Centre-Back
Grzegorz Krychowiak,33,Abha Club,5.0,Saudi Pro League,Defensive Midfield
Juan Manuel Sanabria,23,Atlético de San Luis,5.0,Liga MX Apertura,Left-Back
Miles Robinson,26,FC Cincinnati,5.0,MLS,Centre-Back
Jeff Reine-Adélaïde,25,RWD Molenbeek,5.0,Jupiler Pro League,Attacking Midfield
Sergio Busquets,35,Inter Miami CF,5.0,MLS,Defensive Midfield
Jordi Alba,34,Inter Miami CF,5.0,MLS,Left-Back
Mauricio Isaís,22,Deportivo Toluca,4.0,Liga MX Apertura,Left-Back
Ui-jo Hwang,31,Norwich City,4.8,Championship,Centre-Forward
Luis Palma,23,Celtic FC,2.5,Premiership,Left Winger
Tahith Chong,23,Luton Town,3.2,Premier League,Attacking Midfield
Ishé Samuels-Smith,17,Chelsea FC U21,,Premier League 2,Left-Back
Bruno Rodrigues,26,Sociedade Esportiva Palmeiras,3.5,Série A,Left Winger
Renato Veiga,20,FC Basel 1893,1.0,Super League,Defensive Midfield
Bénie Traoré,20,Sheffield United,3.5,Premier League,Centre-Forward
Liam Kitching,23,Coventry City,1.0,Championship,Centre-Back
Julián Fernández,19,New York City FC,4.5,MLS,Right Winger
Moisés,26,CD Cruz Azul,1.3,Liga MX Apertura,Left Winger
Youssef Maleh,24,US Lecce,4.5,Serie A,Central Midfield
Filippo Terracciano,20,AC Milan,3.5,Serie A,Right-Back
Facundo Colidio,23,CA River Plate,3.5,Copa de la Liga,Centre-Forward
Aron Dønnum,25,FC Toulouse,3.0,Ligue 1,Right Winger
Anton Gaaei,20,Ajax Amsterdam,2.0,Eredivisie,Right-Back
Francisco Ortega,24,Olympiacos Piraeus,3.8,Super League 1,Left-Back
Óscar Cortés,19,RC Lens,4.2,Ligue 1,Right Winger
Akor Adams,23,Montpellier HSC,4.0,Ligue 1,Centre-Forward
Kevin Rodríguez,23,Union Saint-Gilloise,0.5,Jupiler Pro League,Centre-Forward
Nicolás López,29,Club León FC,3.0,Liga MX Apertura,Centre-Forward
Riccardo Calafiori,21,Bologna FC 1909,4.5,Serie A,Centre-Back
Kiril Despodov,26,PAOK Thessaloniki,4.5,Super League 1,Right Winger
Olimpiu Moruţan,24,MKE Ankaragücü,4.5,Süper Lig,Right Winger
Rominigue Kouamé,26,Cádiz CF,4.5,LaLiga,Central Midfield
Junior Messias,32,Genoa CFC,4.5,Serie A,Right Winger
Can Bozdoğan,22,FC Utrecht,4.5,Eredivisie,Central Midfield
Igor Vujacic,28,Rubin Kazan,4.5,Premier Liga,Centre-Back
Kamal Miller,26,Portland Timbers,4.5,MLS,Centre-Back
Shamar Nicholson,26,Clermont Foot 63,4.5,Ligue 1,Centre-Forward
Arnór Sigurdsson,24,Blackburn Rovers,4.5,Championship,Attacking Midfield
Suat Serdar,26,Hellas Verona,4.5,Serie A,Central Midfield
Colin Dagba,24,AJ Auxerre,4.5,Ligue 2,Right-Back
Kike Pérez,26,Rayo Vallecano,4.5,LaLiga,Central Midfield
Sergio Ramos,37,Sevilla FC,4.5,LaLiga,Centre-Back
Lukas Kacavenda,20,GNK Dinamo Zagreb,4.5,SuperSport HNL,Attacking Midfield
Berat Özdemir,25,Trabzonspor,4.5,Süper Lig,Defensive Midfield
Karlan Grant,25,Cardiff City,4.5,Championship,Centre-Forward
Youssef Maleh,25,FC Empoli,4.5,Serie A,Central Midfield
Matthis Abline,20,FC Nantes,4.5,Ligue 1,Centre-Forward
Oliver Abildgaard,27,Como 1907,4.5,Serie B,Defensive Midfield
Zinho Vanheusden,23,Standard Liège,4.5,Jupiler Pro League,Centre-Back
Henrique Araújo,21,FC Famalicão,4.5,Liga Portugal,Centre-Forward
Naïm Sliti,30,Al-Ahli SC,4.5,Stars League,Left Winger
Stefano Turati,21,Frosinone Calcio,4.5,Serie A,Goalkeeper
Tozé,30,Al-Hazem SC,4.5,Saudi Pro League,Attacking Midfield
Firas Ben Larbi,27,Sharjah FC,4.5,UAE Pro League,Attacking Midfield
Lucas Merolla,28,Mazatlán FC,4.5,Liga MX Apertura,Centre-Back
Batista Mendy,23,Trabzonspor,3.0,Süper Lig,Defensive Midfield
Simo Keddari,18,Al-Arabi SC,0.5,Stars League,Centre-Back
Andy Pelmard,23,Clermont Foot 63,4.3,Ligue 1,Centre-Back
Hugo Novoa,20,FC Utrecht,4.3,Eredivisie,Right-Back
Alexandre Penetra,21,AZ Alkmaar,4.0,Eredivisie,Centre-Back
Willer Ditta,25,CD Cruz Azul,4.0,Liga MX Apertura,Centre-Back
Cristian Olivera,21,Los Angeles FC,1.0,MLS,Right Winger
Raúl García,22,CA Osasuna,4.0,LaLiga,Centre-Forward
Francesco Acerbi,35,Inter Milan,4.0,Serie A,Centre-Back
Olivier Deman,23,SV Werder Bremen,3.0,Bundesliga,Left Midfield
Archie Brown,21,KAA Gent,0.7,Jupiler Pro League,Left-Back
Cherif Ndiaye,27,Red Star Belgrade,2.2,Super liga Srbije,Centre-Forward
Manfred Ugalde,21,Twente Enschede FC,3.0,Eredivisie,Centre-Forward
Ryan Mmaee,25,Stoke City,2.2,Championship,Centre-Forward
Morgan Guilavogui,25,RC Lens,2.5,Ligue 1,Right Winger
Sverrir Ingi Ingason,29,FC Midtjylland,4.0,Superliga,Centre-Back
Skelly Alvero,21,Olympique Lyon,3.0,Ligue 1,Central Midfield
Ignacio Miramón,20,LOSC Lille,4.0,Ligue 1,Defensive Midfield
Ibrahim Sadiq,23,AZ Alkmaar,2.0,Eredivisie,Right Winger
Aiyegun Tosin,25,FC Lorient,3.2,Ligue 1,Centre-Forward
Alieu Fadera,21,KRC Genk,3.0,Jupiler Pro League,Left Winger
Ibrahim Sulemana,20,Cagliari Calcio,1.5,Serie A,Defensive Midfield
Amine Salama,22,Stade Reims,1.5,Ligue 1,Centre-Forward
Omar Alderete,26,Getafe CF,4.0,LaLiga,Centre-Back
Mohamed Amoura,23,Union Saint-Gilloise,2.0,Jupiler Pro League,Centre-Forward
Leon Lalic,17,Lommel SK,,Challenger Pro League,Attacking Midfield
Andrei Girotto,31,Al-Taawoun FC,4.0,Saudi Pro League,Centre-Back
Juan Carlos Gauto,19,FC Basel 1893,4.0,Super League,Right Winger
Oliver Christensen,24,ACF Fiorentina,4.0,Serie A,Goalkeeper
Carlos Salcedo,29,CD Cruz Azul,4.0,Liga MX Apertura,Centre-Back
Bryan Reynolds,22,KVC Westerlo,4.0,Jupiler Pro League,Right-Back
Shon Weissman,27,Granada CF,4.0,LaLiga,Centre-Forward
Caio Paulista,25,Sociedade Esportiva Palmeiras,4.0,Série A,Left-Back
Sebastián Boselli,19,CA River Plate,4.0,Copa de la Liga,Centre-Back
Jorge Rodríguez,28,CF Monterrey,4.0,Liga MX Apertura,Defensive Midfield
Pasquale Mazzocchi,28,SSC Napoli,4.0,Serie A,Right-Back
Marvelous Nakamba,29,Luton Town,4.0,Premier League,Defensive Midfield
Tomás Chancalay,25,New England Revolution,4.0,MLS,Left Winger
Mert Müldür,24,Fenerbahce,4.0,Süper Lig,Right-Back
Jerry Yates,26,Swansea City,4.0,Championship,Centre-Forward
Lucas Janson,28,CA Boca Juniors,4.0,Copa de la Liga,Left Winger
Siebe Van der Heyden,25,RCD Mallorca,4.0,LaLiga,Centre-Back
Jan Kuchta,26,AC Sparta Prague,4.0,Fortuna Liga,Centre-Forward
Manu Morlanes,24,RCD Mallorca,4.0,LaLiga,Central Midfield
Nemanja Matic,35,Stade Rennais FC,4.0,Ligue 1,Defensive Midfield
Florian Lejeune,32,Rayo Vallecano,4.0,LaLiga,Centre-Back
Ramón Terrats,22,Villarreal CF,4.0,LaLiga,Defensive Midfield
Philip Zinckernagel,28,Club Brugge KV,4.0,Jupiler Pro League,Attacking Midfield
Andreaw Gravillon,25,Adana Demirspor,4.0,Süper Lig,Centre-Back
Gilberto,30,Esporte Clube Bahia,4.0,Série A,Right-Back
Jefferson Savarino,27,Botafogo de Futebol e Regatas,4.0,Série A,Right Winger
Dion Sanderson,23,Birmingham City,4.0,Championship,Centre-Back
Jason Knight,22,Bristol City,4.0,Championship,Central Midfield
Efraín Álvarez,21,Club Tijuana,4.0,Liga MX Apertura,Attacking Midfield
Senne Lynen,24,SV Werder Bremen,4.0,Bundesliga,Defensive Midfield
Pantelis Hatzidiakos,26,Cagliari Calcio,4.0,Serie A,Centre-Back
Karim Rekik,28,Al-Jazira (Abu Dhabi),4.0,UAE Pro League,Centre-Back
Sikou Niakaté,23,SC Braga,4.0,Liga Portugal,Centre-Back
Nemanja Radonjic,27,Torino FC,4.0,Serie A,Left Winger
Marin Pongracic,25,US Lecce,4.0,Serie A,Centre-Back
Rubén Blanco,28,Olympique Marseille,4.0,Ligue 1,Goalkeeper
Rassoul Ndiaye,21,Le Havre AC,4.0,Ligue 1,Central Midfield
Kevin Mac Allister,25,Union Saint-Gilloise,4.0,Jupiler Pro League,Centre-Back
Aaron Connolly,23,Hull City,4.0,Championship,Centre-Forward
Falaye Sacko,28,Montpellier HSC,4.0,Ligue 1,Right-Back
Djaniny,32,Al-Fateh SC,4.0,Saudi Pro League,Centre-Forward
Juan Dinenno,29,Cruzeiro Esporte Clube,4.0,Série A,Centre-Forward
Rémi Oudin,26,US Lecce,4.0,Serie A,Attacking Midfield
Marco Burch,22,Legia Warszawa,4.0,Ekstraklasa,Centre-Back
Rafael Navarro,23,Colorado Rapids,4.0,MLS,Centre-Forward
Berkan Kutlu,25,Genoa CFC,4.0,Serie A,Central Midfield
Edin Dzeko,37,Fenerbahce,4.0,Süper Lig,Centre-Forward
Juan Cuadrado,35,Inter Milan,4.0,Serie A,Right Midfield
Alexis Sánchez,34,Inter Milan,4.0,Serie A,Centre-Forward
Diego Palacios,24,Sport Club Corinthians Paulista,4.0,Série A,Left-Back
Ondrej Lingr,24,Feyenoord Rotterdam,4.0,Eredivisie,Attacking Midfield
Pierre-Emerick Aubameyang,34,Olympique Marseille,4.0,Ligue 1,Centre-Forward
Koni De Winter,21,Genoa CFC,4.0,Serie A,Centre-Back
Federico Bonazzoli,26,Hellas Verona,4.0,Serie A,Centre-Forward
Patrik Walemark,21,SC Heerenveen,4.0,Eredivisie,Right Winger
Nathaniel Phillips,26,Celtic FC,4.0,Premiership,Centre-Back
Bogdan Mykhaylichenko,26,GNK Dinamo Zagreb,4.0,SuperSport HNL,Left-Back
Daniel Iversen,26,Stoke City,4.0,Championship,Goalkeeper
Luke Cundle,21,Stoke City,4.0,Championship,Central Midfield
Sead Hakšabanović,24,Stoke City,4.0,Championship,Left Winger
Paulo Otávio,28,Al-Sadd SC,4.0,Stars League,Left-Back
Jeremy Sarmiento,21,Ipswich Town,4.0,Championship,Attacking Midfield
Lewis Travis,26,Ipswich Town,4.0,Championship,Defensive Midfield
Elia Caprile,21,FC Empoli,4.0,Serie A,Goalkeeper
Troy Parrott,21,Excelsior Rotterdam,4.0,Eredivisie,Centre-Forward
Bénie Traoré,21,FC Nantes,4.0,Ligue 1,Centre-Forward
Jean-Kévin Duverne,26,FC Nantes,4.0,Ligue 1,Centre-Back
Issahaku Fatawu,19,Leicester City,4.0,Championship,Right Winger
Simone Verdi,31,Como 1907,4.0,Serie B,Attacking Midfield
Gadi Kinda,29,Maccabi Haifa,4.0,Ligat ha'Al,Attacking Midfield
Rony Lopes,27,SC Braga,4.0,Liga Portugal,Right Winger
Samuel Umtiti,29,LOSC Lille,4.0,Ligue 1,Centre-Back
Doğan Alemdar,20,ESTAC Troyes,4.0,Ligue 2,Goalkeeper
Ezequiel Unsain,28,Club Necaxa,4.0,Liga MX Apertura,Goalkeeper
Santiago Colombatto,26,Real Oviedo,4.0,LaLiga2,Defensive Midfield
Roberto Gagliardini,29,AC Monza,4.0,Serie A,Central Midfield
Steven Alzate,24,Standard Liège,4.0,Jupiler Pro League,Central Midfield
José Ángel Carmona,21,Getafe CF,4.0,LaLiga,Right-Back
Pape Abou Cissé,28,Adana Demirspor,4.0,Süper Lig,Centre-Back
Emirhan İlkhan,19,Basaksehir FK,4.0,Süper Lig,Central Midfield
Matías Soulé,20,Frosinone Calcio,4.0,Serie A,Right Winger
Yairo Moreno,28,Independiente Medellín,4.0,Liga Dimayor I,Left-Back
Moussa Marega,32,Sharjah FC,4.0,UAE Pro League,Centre-Forward
Haris Seferovic,31,Al-Wasl SC,4.0,UAE Pro League,Centre-Forward
François Kamano,27,Abha Club,4.0,Saudi Pro League,Left Winger
Filip Krastev,21,Los Angeles FC,4.0,MLS,Central Midfield
Luis Suárez,36,Inter Miami CF,4.0,MLS,Centre-Forward
Nikola Krstović,23,US Lecce,2.2,Serie A,Centre-Forward
Woo-yeong Jeong,23,VfB Stuttgart,3.5,Bundesliga,Attacking Midfield
Leonardo Godoy,28,Club Athletico Paranaense,3.8,Série A,Right-Back
Tonny Vilhena,28,Panathinaikos FC,3.8,Super League 1,Central Midfield
Alessio Castro-Montes,26,Union Saint-Gilloise,3.8,Jupiler Pro League,Right Midfield
Facundo Cambeses,26,Racing Club,3.8,Liga Profesional,Goalkeeper
Mateo Coronel,25,Club Atlético Tucumán,3.8,Liga Profesional,Attacking Midfield
Georgios Kyriakopoulos,27,AC Monza,3.8,Serie A,Left Midfield
Lucas Chaves,28,Panetolikos GFS,3.8,Super League 1,Goalkeeper
Enner Valencia,33,Sport Club Internacional,3.8,Série A,Centre-Forward
Kaan Ayhan,28,Galatasaray,3.7,Süper Lig,Centre-Back
Andrei Burcă,30,Al-Okhdood Club,3.7,Saudi Pro League,Centre-Back
Marc Bartra,32,Real Betis Balompié,3.7,LaLiga,Centre-Back
Jean Onana,24,Olympique Marseille,3.7,Ligue 1,Defensive Midfield
Kevin Castaño,22,CD Cruz Azul,1.0,Liga MX Apertura,Defensive Midfield
Newerton,18,Shakhtar Donetsk,,Premier Liga,Left Winger
Alessio Cragno,29,AC Monza,3.0,Serie A,Goalkeeper
Braian Ojeda,23,Real Salt Lake City,1.5,MLS,Central Midfield
Marco Pellegrino,21,AC Milan,0.4,Serie A,Centre-Back
Louis Patris,22,RSC Anderlecht,3.0,Jupiler Pro League,Right-Back
Sam Lammers,26,Rangers FC,2.0,Premiership,Centre-Forward
Tsuyoshi Watanabe,26,KAA Gent,2.8,Jupiler Pro League,Centre-Back
Josep Martínez,25,Genoa CFC,3.5,Serie A,Goalkeeper
Eguinaldo,18,Shakhtar Donetsk,0.9,Premier Liga,Left Winger
Mads Andersen,25,Luton Town,2.0,Premier League,Centre-Back
Abdoulaye Ndiaye,21,ESTAC Troyes,1.5,Ligue 2,Centre-Back
Ezequiel Ponce,26,AEK Athens,2.5,Super League 1,Centre-Forward
Maximiliano Caufriez,26,Clermont Foot 63,2.5,Ligue 1,Centre-Back
Portu,31,Getafe CF,3.5,LaLiga,Right Winger
Jan Mlakar,24,Pisa Sporting Club,2.8,Serie B,Centre-Forward
Szymon Zurkowski,25,Spezia Calcio,3.5,Serie B,Central Midfield
Martín Payero,24,Udinese Calcio,3.5,Serie A,Central Midfield
Saïdou Sow,21,RC Strasbourg Alsace,3.5,Ligue 1,Centre-Back
Paul Akouokou,25,Olympique Lyon,3.5,Ligue 1,Defensive Midfield
Mario González,27,Los Angeles FC,3.5,MLS,Centre-Forward
Djordje Jovanovic,24,FC Basel 1893,3.5,Super League,Centre-Forward
Andi Zeqiri,24,KRC Genk,3.5,Jupiler Pro League,Centre-Forward
Djordje Mihailovic,25,Colorado Rapids,3.5,MLS,Attacking Midfield
Tim Breithaupt,21,FC Augsburg,3.5,Bundesliga,Defensive Midfield
Filippo Bandinelli,28,Spezia Calcio,3.5,Serie B,Central Midfield
Kanu,26,Esporte Clube Bahia,3.5,Série A,Centre-Back
Lee Buchanan,22,Birmingham City,3.5,Championship,Left-Back
Ola Solbakken,24,Olympiacos Piraeus,3.5,Super League 1,Right Winger
Portu,31,Girona FC,3.5,LaLiga,Right Winger
Sergio Rochet,30,Sport Club Internacional,3.5,Série A,Goalkeeper
Gabriel Pirani,21,D.C. United,3.5,MLS,Attacking Midfield
Cristian Cásseres Jr.,23,FC Toulouse,3.5,Ligue 1,Central Midfield
Francisco Moura,23,FC Famalicão,3.5,Liga Portugal,Left-Back
Marcel Halstenberg,31,Hannover 96,3.5,2. Bundesliga,Centre-Back
Zymer Bytyqi,26,Antalyaspor,3.5,Süper Lig,Left Winger
Tom Rothe,18,Holstein Kiel,3.5,2. Bundesliga,Left-Back
Slobodan Urosevic,29,Aris Limassol,3.5,Protathlima Cyta,Left-Back
Robert Rojas,27,Club Atlético Tigre,3.5,Copa de la Liga,Centre-Back
Dawid Kownacki,26,SV Werder Bremen,3.5,Bundesliga,Centre-Forward
Arnór Sigurdsson,24,Blackburn Rovers,3.5,Championship,Attacking Midfield
Kevin Mbabu,28,FC Augsburg,3.5,Bundesliga,Right-Back
Cody Drameh,21,Birmingham City,3.5,Championship,Right-Back
Yasser Larouci,22,Sheffield United,3.5,Premier League,Left-Back
Alfonso Espino,31,Rayo Vallecano,3.5,LaLiga,Left-Back
Jovane,25,US Salernitana 1919,3.5,Serie A,Left Winger
Munir El Haddadi,27,UD Las Palmas,3.5,LaLiga,Right Winger
Julián Araujo,21,UD Las Palmas,3.5,LaLiga,Right-Back
Ki-Jana Hoever,21,Stoke City,3.5,Championship,Right-Back
Ilyes Housni,18,Al-Sadd SC,3.5,Stars League,Centre-Forward
Ayoub El Kaabi,30,Olympiacos Piraeus,3.5,Super League 1,Centre-Forward
Ola Aina,26,Nottingham Forest,3.5,Premier League,Right-Back
Fodé Ballo-Touré,26,Fulham FC,3.5,Premier League,Left-Back
Kelvin Yeboah,23,Montpellier HSC,3.5,Ligue 1,Centre-Forward
Andrei Radu,26,AFC Bournemouth,3.5,Premier League,Goalkeeper
Ronaël Pierre-Gabriel,25,FC Nantes,3.5,Ligue 1,Right-Back
Eray Cömert,25,FC Nantes,3.5,Ligue 1,Centre-Back
Roberto Piccoli,22,US Lecce,3.5,Serie A,Centre-Forward
Sebastiano Esposito,21,UC Sampdoria,3.5,Serie B,Centre-Forward
Soualiho Meïté,29,PAOK Thessaloniki,3.5,Super League 1,Central Midfield
Bissoli,25,Ceará Sporting Club,3.5,Série B,Centre-Forward
Rodolfo Pizarro,29,AEK Athens,3.5,Super League 1,Attacking Midfield
Isaac Hayden,28,Standard Liège,3.5,Jupiler Pro League,Defensive Midfield
Achraf Bencharki,28,Al-Rayyan SC,3.5,Stars League,Left Winger
Igor Lichnovsky,29,CF América,3.5,Liga MX Apertura,Centre-Back
Arbër Zeneli,28,Adana Demirspor,3.5,Süper Lig,Left Winger
Lyanco,26,Al-Gharafa SC,3.5,Stars League,Centre-Back
Ousseynou Ba,27,Basaksehir FK,3.5,Süper Lig,Centre-Back
Nicolás Giménez,27,Al-Wasl SC,3.5,UAE Pro League,Attacking Midfield
Gerard Gumbau,28,Granada CF,3.5,LaLiga,Defensive Midfield
Marcão,29,Wuhan Three Towns,3.5,Super League,Centre-Forward
Florin Tănase,28,Al-Okhdood Club,3.5,Saudi Pro League,Attacking Midfield
Gustaf Lagerbielke,23,Celtic FC,1.2,Premiership,Centre-Back
Ondrej Duda,28,Hellas Verona,3.4,Serie A,Attacking Midfield
Eric Bailly,29,Villarreal CF,3.4,LaLiga,Centre-Back
Salvatore Esposito,22,Spezia Calcio,3.3,Serie B,Defensive Midfield
Angelo Preciado,25,AC Sparta Prague,3.3,Fortuna Liga,Right-Back
Ahmed Touba,25,US Lecce,3.3,Serie A,Centre-Back
Georges-Kevin N'Koudou,28,Damac FC,3.3,Saudi Pro League,Left Winger
Diber Cambindo,27,CD Cruz Azul,0.9,Liga MX Apertura,Centre-Forward
Antony,21,Portland Timbers,0.6,MLS,Left Winger
Gabriel Fernández,29,UNAM Pumas,2.0,Liga MX Apertura,Centre-Forward
Michael Santos,30,FC Juárez,2.7,Liga MX Apertura,Centre-Forward
Ola Brynhildsen,24,FC Midtjylland,3.2,Superliga,Centre-Forward
Michele Collocolo,23,US Cremonese,3.2,Serie B,Central Midfield
Mounir Chouiar,24,Ludogorets Razgrad,3.2,efbet Liga,Left Winger
Lucas Romero,29,Cruzeiro Esporte Clube,3.2,Série A,Defensive Midfield
José Manuel Arnáiz,28,CA Osasuna,3.2,LaLiga,Left Winger
Endri Cekici,26,Pendikspor,3.2,Süper Lig,Attacking Midfield
José Paradela,24,Club Atlético Tigre,3.2,Copa de la Liga,Central Midfield
Luciano Gondou,22,AA Argentinos Juniors,3.0,Copa de la Liga,Centre-Forward
Florent Hadergjonaj,29,Alanyaspor,3.1,Süper Lig,Right-Back
Gue-sung Cho,25,FC Midtjylland,2.5,Superliga,Centre-Forward
Erison,24,Kawasaki Frontale,3.0,J1 League,Centre-Forward
Nathaniel Brown,20,Eintracht Frankfurt,3.0,Bundesliga,Left-Back
Jonathan Dubasin,23,FC Basel 1893,1.5,Super League,Left Winger
Thierno Barry,20,FC Basel 1893,1.3,Super League,Centre-Forward
Adrian Leon Barisic,22,FC Basel 1893,2.0,Super League,Centre-Back
Aliou Badji,25,FC Girondins Bordeaux,1.5,Ligue 2,Centre-Forward
Elias Achouri,24,FC Copenhagen,0.6,Superliga,Left Winger
Jacob Rasmussen,26,Bröndby IF,3.0,Superliga,Centre-Back
George Pușcaș,27,Genoa CFC,2.5,Serie A,Centre-Forward
Odin Thiago Holm,20,Celtic FC,2.5,Premiership,Central Midfield
Mateusz Legowski,20,US Salernitana 1919,1.8,Serie A,Defensive Midfield
Loum Tchaouna,19,US Salernitana 1919,1.8,Serie A,Right Winger
Elione Fernandes Neto,17,Red Bull Salzburg,0.5,Bundesliga,Central Midfield
Adam Daghim,17,Red Bull Salzburg,0.2,Bundesliga,Centre-Forward
Thomas Kristensen,21,Udinese Calcio,0.7,Serie A,Centre-Back
Ibrahim Cissoko,20,FC Toulouse,2.5,Ligue 1,Left Winger
Felipe Augusto,19,Cercle Brugge ,3.0,Jupiler Pro League,Centre-Forward
Marius Bülter,30,TSG 1899 Hoffenheim,3.0,Bundesliga,Left Winger
Arthur Gomes,25,Cruzeiro Esporte Clube,3.0,Série A,Left Winger
Jakov Medic,24,Ajax Amsterdam,2.0,Eredivisie,Centre-Back
Irakli Azarovi,21,Shakhtar Donetsk,1.5,Premier Liga,Left-Back
Gelson Martins,28,Olympiacos Piraeus,2.5,Super League 1,Right Winger
Carlos Dotor,22,Celta de Vigo,0.7,LaLiga,Central Midfield
Mohamed Kaba,21,US Lecce,3.0,Serie A,Central Midfield
Denso Kasius,20,AZ Alkmaar,1.7,Eredivisie,Right-Back
Christian Fassnacht,29,Norwich City,2.5,Championship,Right Midfield
Luca Koleosho,18,Burnley FC,1.0,Premier League,Left Winger
Hannes Delcroix,24,Burnley FC,2.0,Premier League,Centre-Back
Adrian Mazilu,18,Brighton & Hove Albion,2.5,Premier League,Right Winger
Armando Izzo,31,AC Monza,3.0,Serie A,Centre-Back
Mahdi Camara,25,Stade Brestois 29,3.0,Ligue 1,Central Midfield
Lucas Alario,31,Sport Club Internacional,1.5,Série A,Centre-Forward
Hamdi Fathi,28,Al-Wakrah SC,2.0,Stars League,Defensive Midfield
Kwadwo Duah,26,Ludogorets Razgrad,1.3,efbet Liga,Centre-Forward
Livano Comenencia,19,Juventus Next Gen,0.6,Serie C - B,Central Midfield
Makhtar Gueye,25,RWD Molenbeek,1.0,Jupiler Pro League,Centre-Forward
Paulinho,29,Al-Bataeh CSC,1.8,UAE Pro League,Attacking Midfield
Gino Infantino,20,ACF Fiorentina,3.0,Serie A,Central Midfield
Saba Sazonov,21,Torino FC,3.0,Serie A,Centre-Back
Pedro Aquino,28,Santos Laguna,3.0,Liga MX Apertura,Defensive Midfield
Diego Gómez,20,Inter Miami CF,3.0,MLS,Central Midfield
Michal Karbownik,22,Hertha BSC,3.0,2. Bundesliga,Left-Back
Amir Murillo,27,Olympique Marseille,3.0,Ligue 1,Right-Back
Pere Milla,30,RCD Espanyol Barcelona,3.0,LaLiga2,Left Winger
Sebastiano Luperto,26,FC Empoli,3.0,Serie A,Centre-Back
